,data,label,type
2102,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0,ham
2103,How will I creep on you now? ;_;,0,ham
2104,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0,ham
2105,Unlimited texts. Limited minutes.,0,ham
2106,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,ham
2107,That's cause your old. I live to be high.,0,ham
2108,Good evening! How are you?,0,ham
2109,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0,ham
2110,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,0,ham
2111,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0,ham
2112,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,spam
2113,Sleeping nt feeling well,0,ham
2114,K. I will sent it again,0,ham
2115,Fuck babe ... What happened to you ? How come you never came back?,0,ham
2116,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,ham
2117,Take us out shopping and Mark will distract Isaiah.=D,0,ham
2118,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""",0,ham
2119,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",0,ham
2120,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0,ham
2121,Huh but i cant go 2 ur house empty handed right?,0,ham
2122,You always make things bigger than they are,0,ham
2123,U reach orchard already? U wan 2 go buy tickets first?,0,ham
2124,Just do what ever is easier for you,0,ham
2125,I'm already back home so no probably not,0,ham
2126,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,ham
2127,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,0,ham
2128,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,ham
2129,Quite lor. But dun tell him wait he get complacent...,0,ham
2130,Pls dont restrict her from eating anythin she likes for the next two days.,0,ham
2131,Did either of you have any idea's? Do you know of anyplaces doing something?,0,ham
2132,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,ham
2133,Lol its ok I didn't remember til last nite,0,ham
2134,I want to go to perumbavoor,0,ham
2135,I have to take exam with march 3,0,ham
2136,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,ham
2137,Ok lor...,0,ham
2138,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0,ham
2139,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0,ham
2140,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,ham
2141,"Haha awesome, omw back now then",0,ham
2142,I've told you everything will stop. Just dont let her get dehydrated.,0,ham
2143,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,spam
2144,Yo guess what I just dropped,0,ham
2145,Dear how you. Are you ok?,0,ham
2146,Ok set let u noe e details later...,0,ham
2147,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,spam
2148,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,spam
2149,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0,ham
2150,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,ham
2151,Tell me pa. How is pain de.,0,ham
2152,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,ham
2153,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,ham
2154,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",0,ham
2155,Yes see ya not on the dot,0,ham
2156,They just talking thats it de. They wont any other.,0,ham
2157,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,ham
2158,o turns out i had stereo love on mi phone under the unknown album.,0,ham
2159,K.k.how is your business now?,0,ham
2160,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0,ham
2161,"see you then, we're all christmassy here!",0,ham
2162,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,ham
2163,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,ham
2164,How long does applebees fucking take,0,ham
2165,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",1,spam
2166,"Yeah, where's your class at?",0,ham
2167,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0,ham
2168,Haha... Really oh no... How? Then will they deduct your lesson tmr?,0,ham
2169,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0,ham
2170,Remember to ask alex about his pizza,0,ham
2171,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,spam
2172,I'm still pretty weak today .. Bad day ?,0,ham
2173,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,ham
2174,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,ham
2175,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,ham
2176,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,0,ham
2177,Same to u...,0,ham
2178,Que pases un buen tiempo or something like that,0,ham
2179,Are you coming to day for class.,0,ham
2180,Will it help if we propose going back again tomorrow,0,ham
2181,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,spam
2182,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,spam
2183,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,spam
2184,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,spam
2185,Hey come online! Use msn... We are all there,0,ham
2186,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,spam
2187,Today am going to college so am not able to atten the class.,0,ham
2188,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,ham
2189,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,ham
2190,Then any special there?,0,ham
2191,"How long before you get reply, just defer admission til next semester",0,ham
2192,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,ham
2193,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0,ham
2194,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,0,ham
2195,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,1,spam
2196,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0,ham
2197,We are okay. Going to sleep now. Later,0,ham
2198,K I'll take care of it,0,ham
2199,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,spam
2200,How did you find out in a way that didn't include all of these details,0,ham
2201,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,ham
2202,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,ham
2203,Do well :)all will for little time. Thing of good times ahead:,0,ham
2204,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,ham
2205,Except theres a chick with huge boobs.,0,ham
2206,Ü ready then call me...,0,ham
2207,You still around? I could use a half-8th,0,ham
2208,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,ham
2209,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,0,ham
2210,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,spam
2211,Thought praps you meant another one. Goodo! I'll look tomorrow ,0,ham
2212,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,ham
2213,"Thursday night? Yeah, sure thing, we'll work it out then",0,ham
2214,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0,ham
2215,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,0,ham
2216,You do what all you like,0,ham
2217,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,ham
2218,Guessin you ain't gonna be here before 9?,0,ham
2219,What was she looking for?,0,ham
2220,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0,ham
2221,"sry can't talk on phone, with parents",0,ham
2222,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,spam
2223,Did he just say somebody is named tampa,0,ham
2224,"I think your mentor is , but not 100 percent sure.",0,ham
2225,Bugis oso near wat... ,0,ham
2226,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,spam
2227,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,spam
2228,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,spam
2229,My phone,0,ham
2230,X course it 2yrs. Just so her messages on messenger lik you r sending me,0,ham
2231,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,1,spam
2232,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,spam
2233,Where's my boytoy? I miss you ... What happened?,0,ham
2234,Just got outta class gonna go gym.,0,ham
2235,"""What are youdoing later? Sar xxx""",0,ham
2236,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0,ham
2237,Loosu go to hospital. De dont let it careless.,0,ham
2238,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,1,spam
2239,You do got a shitload of diamonds though,0,ham
2240,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,ham
2241,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,ham
2242,"Goodmorning, today i am late for 1hr.",0,ham
2243,Anything lor is she coming?,0,ham
2244,But you were together so you should be thinkin about him,0,ham
2245,Sitting ard nothing to do lor. U leh busy w work?,0,ham
2246,I donno if they are scorable,0,ham
2247,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,spam
2248,Have you started in skye,0,ham
2249,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,0,ham
2250,Gud mrng dear hav a nice day,0,ham
2251,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,ham
2252,Yup... From what i remb... I think should be can book... ,0,ham
2253,Okay. I've seen it. So i should pick it on friday?,0,ham
2254,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,ham
2255,Why you Dint come with us.,0,ham
2256,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,ham
2257,I just really need shit before tomorrow and I know you won't be awake before like 6,0,ham
2258,I meant middle left or right?,0,ham
2259,i felt so...not any conveying reason.. Ese he... What about me?,0,ham
2260,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,ham
2261,Easy ah?sen got selected means its good..,0,ham
2262,Delhi and chennai still silent.,0,ham
2263,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,ham
2264,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,ham
2265,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,spam
2266,Lol u still feeling sick?,0,ham
2267,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,spam
2268,Now project pa. After that only i can come.,0,ham
2269,Hey do you want anything to buy:),0,ham
2270,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,spam
2271,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,spam
2272,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0,ham
2273,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,ham
2274,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,ham
2275,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0,ham
2276,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0,ham
2277,ALRITE,0,ham
2278,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,ham
2279,R u still working now?,0,ham
2280,"Machan you go to gym tomorrow,  i wil come late goodnight.",0,ham
2281,You sure your neighbors didnt pick it up,0,ham
2282,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,ham
2283,Jesus armand really is trying to tell everybody he can find,0,ham
2284,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",0,ham
2285,Kent vale lor... Ü wait 4 me there ar?,0,ham
2286,Apart from the one i told you about yesterday?,0,ham
2287,"Sorry my roommates took forever, it ok if I come by now?",0,ham
2288,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,spam
2289,"Same, I'm at my great aunts anniversary party in tarpon springs",0,ham
2290,"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,ham
2291,"Awesome, think we can get an 8th at usf some time tonight?",0,ham
2292,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,ham
2293,Watching tv lor. Nice one then i like lor.,0,ham
2294,K.k:)when are you going?,0,ham
2295,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,0,ham
2296,&lt;#&gt;  am I think? Should say on syllabus,0,ham
2297,Dear are you angry i was busy dear,0,ham
2298,That seems unnecessarily affectionate,0,ham
2299,Ard 530 lor. I ok then message ü lor.,0,ham
2300,If he started searching he will get job in few days.he have great potential and talent.,0,ham
2301,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,ham
2302,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0,ham
2303,Thanks for loving me so. You rock,0,ham
2304,"2 celebrate my bday, y else?",0,ham
2305,I love your ass! Do you enjoy doggy style? :),0,ham
2306,"Dear, will call Tmorrow.pls accomodate.",0,ham
2307,Hi :)finally i completed the course:),0,ham
2308,Are you planning to come chennai?,0,ham
2309,Mm feeling sleepy. today itself i shall get that dear,0,ham
2310,How come she can get it? Should b quite diff to guess rite...,0,ham
2311,If you're thinking of lifting me one then no.,0,ham
2312,No da if you run that it activate the full version da.,0,ham
2313,"Oh... Icic... K lor, den meet other day...",0,ham
2314,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,ham
2315,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,ham
2316,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0,ham
2317,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,ham
2318,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,ham
2319,Package all your programs well,0,ham
2320,He remains a bro amongst bros,0,ham
2321,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,spam
2322,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1,spam
2323,Really? I crashed out cuddled on my sofa.,0,ham
2324,Ü dun wan to watch infernal affair?,0,ham
2325,* Will have two more cartons off u and is very pleased with shelves,0,ham
2326,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,ham
2327,Oh great. I.ll disturb him more so that we can talk.,0,ham
2328,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0,ham
2329,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,spam
2330,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,1,spam
2331,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,ham
2332,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,spam
2333,yay! finally lol. i missed our cinema trip last week :-(,0,ham
2334,Have you bookedthe hut? And also your time off? How are you by the way?,0,ham
2335,Then what about further plan?,0,ham
2336,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",0,ham
2337,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,spam
2338,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,ham
2339,He telling not to tell any one. If so treat for me hi hi hi,0,ham
2340,Am okay. Will soon be over. All the best,0,ham
2341,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,spam
2342,Me fine..absolutly fine,0,ham
2343,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,ham
2344,In work now. Going have in few min.,0,ham
2345,"Sir, i am waiting for your call.",0,ham
2346,Ok i msg u b4 i leave my house.,0,ham
2347,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,ham
2348,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,spam
2349,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,spam
2350,K:)all the best:)congrats...,0,ham
2351,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0,ham
2352,I borrow ur bag ok.,0,ham
2353,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",0,ham
2354,"Yo my trip got postponed, you still stocked up?",0,ham
2355,Ü called dad oredi...,0,ham
2356,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,ham
2357,Its worse if if uses half way then stops. Its better for him to complete it.,0,ham
2358,"What will we do in the shower, baby?",0,ham
2359,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,ham
2360,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0,ham
2361,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0,ham
2362,Bring home some Wendy =D,0,ham
2363,I dont want to hear anything,0,ham
2364,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,spam
2365,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0,ham
2366,Just send a text. We'll skype later.,0,ham
2367,At WHAT TIME should i come tomorrow,0,ham
2368,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,ham
2369,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,spam
2370,Networking technical support associate.,0,ham
2371,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,ham
2372,Good evening! this is roger. How are you?,0,ham
2373,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,spam
2374,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,ham
2375,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0,ham
2376,"""Hi darlin did youPhone me? Im atHome if youwanna chat.""",0,ham
2377,Call him and say you not coming today ok and tell them not to fool me like this ok,0,ham
2378,Thats cool. How was your day?,0,ham
2379,Am slow in using biola's fne,0,ham
2380,Dai  &lt;#&gt;  naal eruku.,0,ham
2381,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0,ham
2382,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,spam
2383,"That means you got an A in epi, she.s fine. She.s here now.",0,ham
2384,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0,ham
2385,"K, text me when you're on the way",0,ham
2386,Yeah no probs - last night is obviously catching up with you... Speak soon ,0,ham
2387,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",1,spam
2388,"That's fine, I'll bitch at you about it later then",0,ham
2389,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,ham
2390,Were somewhere on Fredericksburg,0,ham
2391,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",0,ham
2392,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0,ham
2393,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,0,ham
2394,get ready to moan and scream :),0,ham
2395,"K, I'll work something out",0,ham
2396,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,ham
2397,:-) :-),0,ham
2398,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,ham
2399,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",0,ham
2400,You have 1 new message. Please call 08712400200.,1,spam
2401,Ok... Sweet dreams...,0,ham
2402,"Damn, can you make it tonight or do you want to just wait til tomorrow",0,ham
2403,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0,ham
2404,Not able to do anything.,0,ham
2405,"It‘s reassuring, in this crazy world.",0,ham
2406,And stop being an old man. You get to build snowman snow angels and snowball fights.,0,ham
2407,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0,ham
2408,Are u awake? Is there snow there?,0,ham
2409,"If i let you do this, i want you in the house by 8am.",0,ham
2410,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,ham
2411,Pls dont forget to study,0,ham
2412,Hey now am free you can call me.,0,ham
2413,Nothing spl..wat abt u and whr ru?,0,ham
2414,Nice talking to you! please dont forget my pix :) i want to see all of you...,0,ham
2415,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,spam
2416,No need for the drug anymore.,0,ham
2417,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,spam
2418,Even if he my friend he is a priest call him now,0,ham
2419,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,ham
2420,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,spam
2421,Hey tmr meet at bugis 930 ?,0,ham
2422,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,spam
2423,"Nah can't help you there, I've never had an iphone",0,ham
2424,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0,ham
