,data,label,type
701,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,ham
702,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,ham
703,I'm in chennai velachery:),0,ham
704,I have many dependents,0,ham
705,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,spam
706,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,spam
707,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,ham
708,"Sorry pa, i dont knw who ru pa?",0,ham
709,Oh yeah! And my diet just flew out the window,0,ham
710,Ard 6 like dat lor.,0,ham
711,When are you guys leaving?,0,ham
712,"""Im on gloucesterroad what are uup to later?""",0,ham
713,Oic... Then better quickly go bathe n settle down...,0,ham
714,So ü pay first lar... Then when is da stock comin...,0,ham
715,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1,spam
716,Think + da. You wil do.,0,ham
717,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,spam
718,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,ham
719,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,spam
720,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,ham
721,Moji just informed me that you saved our lives. Thanks.,0,ham
722,I will be gentle princess! We will make sweet gentle love...,0,ham
723,"Me, i dont know again oh",0,ham
724,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,ham
725,I'm in town now so i'll jus take mrt down later.,0,ham
726,"Come to mu, we're sorting out our narcotics situation",0,ham
727,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,spam
728,"Get the door, I'm here",0,ham
729,"Sure, I'll see if I can come by in a bit",0,ham
730,Also that chat was awesome but don't make it regular unless you can see her in person,0,ham
731,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",1,spam
732,This single single answers are we fighting? Plus i said am broke and you didnt reply,0,ham
733,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,ham
734,I can take you at like noon,0,ham
735,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,1,spam
736,Have your lunch and come quickly and open the door:),0,ham
737,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,ham
738,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",1,spam
739,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,spam
740,Sorry me going home first... Daddy come fetch ü later...,0,ham
741,Hey happy birthday...,0,ham
742,That's necessarily respectful,0,ham
743,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0,ham
744,Just glad to be talking to you.,0,ham
745,Fine if thats the way u feel. Thats the way its gota b,0,ham
746,Tell me something. Thats okay.,0,ham
747,They did't play one day last year know even though they have very good team.. Like india.,0,ham
748,Dear we got  &lt;#&gt;  dollars hi hi,0,ham
749,All e best 4 ur driving tmr :-),0,ham
750,I asked sen to come chennai and search for job.,0,ham
751,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,ham
752,So u gonna get deus ex?,0,ham
753,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1,spam
754,No just send to you. Bec you in temple na.,0,ham
755,Neva mind it's ok..,0,ham
756,I'm on the bus. Love you,0,ham
757,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,ham
758,"Nothing really, just making sure everybody's up to speed",0,ham
759,How are you. Its been ages. How's abj,0,ham
760,"Sir Goodmorning, Once free call me.",0,ham
761,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0,ham
762,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0,ham
763,Okay but i thought you were the expert,0,ham
764,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,ham
765,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,ham
766,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,ham
767,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,ham
768,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1,spam
769,aathi..where are you dear..,0,ham
770,"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night....",0,ham
771,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0,ham
772,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,1,spam
773,"Velly good, yes please!",0,ham
774,No screaming means shouting..,0,ham
775,Do you know where my lab goggles went,0,ham
776,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0,ham
777,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0,ham
778,U having lunch alone? I now so bored...,0,ham
779,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1,spam
780,Are you in castor? You need to see something,0,ham
781,"We're all getting worried over here, derek and taylor have already assumed the worst",0,ham
782,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0,ham
783,This pain couldn't have come at a worse time.,0,ham
784,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0,ham
785,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",1,spam
786,You see the requirements please,0,ham
787,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",0,ham
788,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,spam
789,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0,ham
790,Yup. Thk of u oso boring wat.,0,ham
791,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",0,ham
792,Morning only i can ok.,0,ham
793,"Aight, I'm chillin in a friend's room so text me when you're on the way",0,ham
794,So why didnt you holla?,0,ham
795,R u saying i should re order the slippers cos i had to pay for returning it.,0,ham
796,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,ham
797,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,ham
798,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1,spam
799,Ok ill tell the company,0,ham
800,"Wat time liao, where still got.",0,ham
801,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,spam
802,Hey i've booked the pilates and yoga lesson already... Haha,0,ham
803,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0,ham
804,Aight sorry I take ten years to shower. What's the plan?,0,ham
805,Lol well don't do it without me. We could have a big sale together.,0,ham
806,I wont. So wat's wit the guys,0,ham
807,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,spam
808,U call me alter at 11 ok.,0,ham
809,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,spam
810,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",0,ham
811,Oh my God. I'm almost home,0,ham
812,Finished class where are you.,0,ham
813,Am also doing in cbe only. But have to pay.,0,ham
814,Dunno y u ask me.,0,ham
815,Or ill be a little closer like at the bus stop on the same street,0,ham
816,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0,ham
817,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,ham
818,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,ham
819,"Vikky, come around  &lt;TIME&gt; ..",0,ham
820,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0,ham
821,Your daily text from me – a favour this time,0,ham
822,K...k:)why cant you come here and search job:),0,ham
823,What * u wearing?,0,ham
824,"Hey elaine, is today's meeting still on?",0,ham
825,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",0,ham
826,I could ask carlos if we could get more if anybody else can chip in,0,ham
827,Thankyou so much for the call. I appreciate your care.,0,ham
